schedule_id,template_id,page_number,page_count,page_label,sheet_name,row_id,row_index,excel_row,group,name,surname,surname_rank,surname_population,surname_hanja_variants,surname_source_method,surname_source_url,given_name,birth_year,gender,day_count,codes_canonical,codes_display,codes_canonical_joined,codes_display_joined,name_cell,image_path
schedule_0001,compact_summary,1,5,페이지 1/5,schedule_0001,SCHEDULE_0001_R021,21,24,3,신지현,신,14,985823,申|辛|愼,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,지현,1986,female,31,"[""VAC"", ""DN"", ""O"", ""D"", ""F"", ""OFF"", ""AO"", ""N"", ""N"", ""AO"", ""N"", ""F"", ""f"", ""f"", ""f"", ""D"", ""D"", ""O"", ""E"", ""E"", ""D12"", ""D"", ""F"", ""N"", ""N"", ""O"", ""E"", ""O"", ""D/E"", ""UN"", ""N12""]","[""VAC"", ""DN"", ""o"", ""d"", ""F"", ""OFF"", ""AO"", ""N"", ""N"", ""aO"", ""N"", ""F"", ""F"", ""f"", ""f"", ""D"", ""D"", ""O"", ""E"", ""E"", ""d12"", ""D"", ""F"", ""n"", ""N"", ""O"", ""E"", ""O"", ""D/E"", ""UN"", ""N12""]",VAC|DN|O|D|F|OFF|AO|N|N|AO|N|F|f|f|f|D|D|O|E|E|D12|D|F|N|N|O|E|O|D/E|UN|N12,VAC|DN|o|d|F|OFF|AO|N|N|aO|N|F|F|f|f|D|D|O|E|E|d12|D|F|n|N|O|E|O|D/E|UN|N12,B24,images/schedule_0001_compact_summary.png
schedule_0001,compact_summary,1,5,페이지 1/5,schedule_0001,SCHEDULE_0001_R022,22,25,4,공진우,공,56,91869,孔,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,진우,1984,male,31,"[""DB"", ""CL"", ""OFF"", ""N"", ""OFF"", ""D"", ""F"", ""D/E"", ""IC"", ""NB"", ""P"", ""WO"", ""PM"", ""RO"", ""O/C"", ""DB"", ""RD"", ""경"", ""D5"", ""ED"", ""N"", ""연가"", ""ADO"", ""AO"", ""D/E"", ""ED"", ""S"", ""HELP"", ""E"", ""OFF"", ""E""]","[""Db"", ""CL"", ""OFF"", ""N"", ""OfF"", ""D"", ""F"", ""d/e"", ""iC"", ""NB"", ""P"", ""WO"", ""pm"", ""RO"", ""o/c"", ""DB"", ""rd"", ""경"", ""D5"", ""ED"", ""n"", ""연가"", ""ADO"", ""ao"", ""d/E"", ""ED"", ""s"", ""HELP"", ""e"", ""OFF"", ""E""]",DB|CL|OFF|N|OFF|D|F|D/E|IC|NB|P|WO|PM|RO|O/C|DB|RD|경|D5|ED|N|연가|ADO|AO|D/E|ED|S|HELP|E|OFF|E,Db|CL|OFF|N|OfF|D|F|d/e|iC|NB|P|WO|pm|RO|o/c|DB|rd|경|D5|ED|n|연가|ADO|ao|d/E|ED|s|HELP|e|OFF|E,B25,images/schedule_0001_compact_summary.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R001,1,4,병동,류은주,류,47,163703,柳,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,은주,1976,female,30,"[""O"", ""O"", ""지원"", ""TR"", ""O"", ""D"", ""SL"", ""A"", ""DB"", ""OF"", ""D/E"", ""DO"", ""AO"", ""AO"", ""A"", ""병가"", ""MD"", ""CONF"", ""DE"", ""VL"", ""D12"", ""E"", ""E"", ""O"", ""E"", ""E"", ""OPD"", ""E"", ""E"", ""N12""]","[""O"", ""O"", ""지원"", ""TR"", ""O"", ""d"", ""SL"", ""A"", ""Db"", ""OF"", ""d/E"", ""DO"", ""AO"", ""AO"", ""A"", ""병가"", ""mD"", ""CONf"", ""dE"", ""VL"", ""d12"", ""e"", ""E"", ""O"", ""E"", ""E"", ""OPD"", ""E"", ""E"", ""N12""]",O|O|지원|TR|O|D|SL|A|DB|OF|D/E|DO|AO|AO|A|병가|MD|CONF|DE|VL|D12|E|E|O|E|E|OPD|E|E|N12,O|O|지원|TR|O|d|SL|A|Db|OF|d/E|DO|AO|AO|A|병가|mD|CONf|dE|VL|d12|e|E|O|E|E|OPD|E|E|N12,A4,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R002,2,5,병동,이서영,이,2,7306828,李,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,서영,1996,female,30,"[""MID"", ""E"", ""F"", ""F"", ""N"", ""N"", ""N"", ""NA"", ""X"", ""E"", ""E"", ""N"", ""OFF"", ""N"", ""OF"", ""DE"", ""D"", ""D"", ""CH"", ""PM"", ""AM"", ""PM"", ""D12"", ""LV"", ""DE"", ""P"", ""DB"", ""M"", ""AM"", ""PH""]","[""mid"", ""E"", ""F"", ""F"", ""N"", ""N"", ""N"", ""NA"", ""x"", ""E"", ""e"", ""n"", ""OFF"", ""n"", ""OF"", ""de"", ""d"", ""D"", ""CH"", ""PM"", ""AM"", ""pm"", ""D12"", ""Lv"", ""DE"", ""P"", ""dB"", ""M"", ""AM"", ""PH""]",MID|E|F|F|N|N|N|NA|X|E|E|N|OFF|N|OF|DE|D|D|CH|PM|AM|PM|D12|LV|DE|P|DB|M|AM|PH,mid|E|F|F|N|N|N|NA|x|E|e|n|OFF|n|OF|de|d|D|CH|PM|AM|pm|D12|Lv|DE|P|dB|M|AM|PH,A5,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R003,3,6,병동,함지은,함,59,80659,咸,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,지은,1989,female,30,"[""파견"", ""DL"", ""OFF"", ""NA"", ""DB"", ""AM"", ""RO"", ""AM"", ""NB"", ""OF"", ""OC"", ""f"", ""F"", ""E"", ""E"", ""OFF"", ""PH"", ""PH"", ""O"", ""E"", ""M"", ""NB"", ""BH"", ""DB"", ""WO"", ""DN"", ""M"", ""특"", ""H"", ""RD""]","[""파견"", ""DL"", ""off"", ""Na"", ""DB"", ""aM"", ""RO"", ""AM"", ""Nb"", ""OF"", ""OC"", ""f"", ""f"", ""E"", ""E"", ""OFF"", ""ph"", ""pH"", ""O"", ""E"", ""M"", ""nb"", ""BH"", ""DB"", ""Wo"", ""dN"", ""m"", ""특"", ""h"", ""rD""]",파견|DL|OFF|NA|DB|AM|RO|AM|NB|OF|OC|f|F|E|E|OFF|PH|PH|O|E|M|NB|BH|DB|WO|DN|M|특|H|RD,파견|DL|off|Na|DB|aM|RO|AM|Nb|OF|OC|f|f|E|E|OFF|ph|pH|O|E|M|nb|BH|DB|Wo|dN|m|특|h|rD,A6,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R004,4,7,병동,박다은,박,3,4192074,朴,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,다은,2003,female,30,"[""AM"", ""ER"", ""STBY"", ""VL"", ""N12"", ""D"", ""OFF"", ""N"", ""PO"", ""MD"", ""X"", ""DN"", ""P"", ""RD"", ""P"", ""H"", ""D/E"", ""NO"", ""NB"", ""H"", ""교"", ""E"", ""H"", ""파견"", ""MD"", ""PO"", ""D5"", ""Off"", ""E"", ""OFF""]","[""AM"", ""ER"", ""STBY"", ""VL"", ""n12"", ""D"", ""oFf"", ""N"", ""PO"", ""MD"", ""X"", ""DN"", ""P"", ""RD"", ""P"", ""h"", ""d/e"", ""NO"", ""NB"", ""H"", ""교"", ""E"", ""H"", ""파견"", ""mD"", ""pO"", ""d5"", ""Off"", ""E"", ""OFF""]",AM|ER|STBY|VL|N12|D|OFF|N|PO|MD|X|DN|P|RD|P|H|D/E|NO|NB|H|교|E|H|파견|MD|PO|D5|Off|E|OFF,AM|ER|STBY|VL|n12|D|oFf|N|PO|MD|X|DN|P|RD|P|h|d/e|NO|NB|H|교|E|H|파견|mD|pO|d5|Off|E|OFF,A7,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R005,5,8,병동,방수민,방,55,128351,方|房,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,수민,2003,female,30,"[""RO"", ""D12"", ""P"", ""MD"", ""RO"", ""LD"", ""A"", ""LD"", ""휴무"", ""RD"", ""NB"", ""N"", ""O"", ""OFF"", ""DN"", ""DN"", ""AM"", ""O/C"", ""NB"", ""D/E"", ""CALL"", ""N"", ""NO"", ""OC"", ""MD"", ""NO"", ""E"", ""휴"", ""생휴"", ""M""]","[""RO"", ""D12"", ""P"", ""md"", ""RO"", ""LD"", ""A"", ""LD"", ""휴무"", ""rd"", ""NB"", ""N"", ""o"", ""OFF"", ""DN"", ""DN"", ""aM"", ""O/C"", ""NB"", ""D/E"", ""CALL"", ""N"", ""NO"", ""oC"", ""Md"", ""NO"", ""E"", ""휴"", ""생휴"", ""m""]",RO|D12|P|MD|RO|LD|A|LD|휴무|RD|NB|N|O|OFF|DN|DN|AM|O/C|NB|D/E|CALL|N|NO|OC|MD|NO|E|휴|생휴|M,RO|D12|P|md|RO|LD|A|LD|휴무|rd|NB|N|o|OFF|DN|DN|aM|O/C|NB|D/E|CALL|N|NO|oC|Md|NO|E|휴|생휴|m,A8,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R006,6,9,병동,장수민,장,9,1014229,張|蔣,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,수민,2002,female,30,"[""AM"", ""DB"", ""DB"", ""TRN"", ""A"", ""D5"", ""CL"", ""EL"", ""N12"", ""CSSD"", ""D12"", ""NA"", ""경"", ""회의"", ""F"", ""-"", ""Off"", ""OFF"", ""N"", ""D"", ""D"", ""SD"", ""PM"", ""NB"", ""NB"", ""LD"", ""MID"", ""PACU"", ""DN"", ""VL""]","[""Am"", ""dB"", ""DB"", ""TRN"", ""A"", ""D5"", ""CL"", ""eL"", ""N12"", ""CSSD"", ""D12"", ""nA"", ""경"", ""회의"", ""F"", ""-"", ""Off"", ""OFF"", ""N"", ""d"", ""D"", ""SD"", ""PM"", ""nb"", ""NB"", ""lD"", ""MID"", ""pacU"", ""DN"", ""Vl""]",AM|DB|DB|TRN|A|D5|CL|EL|N12|CSSD|D12|NA|경|회의|F|-|Off|OFF|N|D|D|SD|PM|NB|NB|LD|MID|PACU|DN|VL,Am|dB|DB|TRN|A|D5|CL|eL|N12|CSSD|D12|nA|경|회의|F|-|Off|OFF|N|d|D|SD|PM|nb|NB|lD|MID|pacU|DN|Vl,A9,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R007,7,10,병동,심민정,심,32,271749,沈,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,민정,1988,female,30,"[""반차"", ""DE"", ""ST"", ""OPD"", ""LD"", ""TL"", ""P"", ""DB"", ""AO"", ""off"", ""N12"", ""OF"", ""DN"", ""SEM"", ""S"", ""A"", ""PM"", ""보건"", ""DE"", ""N"", ""CONF"", ""O"", ""NB"", ""—"", ""Off"", ""E"", ""N"", ""O"", ""E"", ""N""]","[""반차"", ""DE"", ""ST"", ""OPD"", ""LD"", ""TL"", ""P"", ""DB"", ""AO"", ""ofF"", ""N12"", ""OF"", ""DN"", ""seM"", ""S"", ""A"", ""PM"", ""보건"", ""DE"", ""N"", ""CONF"", ""O"", ""NB"", ""—"", ""Off"", ""e"", ""N"", ""o"", ""E"", ""N""]",반차|DE|ST|OPD|LD|TL|P|DB|AO|off|N12|OF|DN|SEM|S|A|PM|보건|DE|N|CONF|O|NB|—|Off|E|N|O|E|N,반차|DE|ST|OPD|LD|TL|P|DB|AO|ofF|N12|OF|DN|seM|S|A|PM|보건|DE|N|CONF|O|NB|—|Off|e|N|o|E|N,A10,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R008,8,11,병동,최혜정,최,4,2333927,崔,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,혜정,1979,female,30,"[""SUP"", ""RO"", ""RD"", ""VAC"", ""D12"", ""S"", ""AM"", ""H"", ""특별휴가"", ""PM"", ""P"", ""DB"", ""DO"", ""DB"", ""MD"", ""DB"", ""E"", ""F"", ""MAT"", ""D"", ""N"", ""NO"", ""IC"", ""NA"", ""ST"", ""Off"", ""O"", ""N"", ""N"", ""PM""]","[""SUP"", ""Ro"", ""RD"", ""VAC"", ""D12"", ""S"", ""AM"", ""H"", ""특별휴가"", ""PM"", ""p"", ""DB"", ""DO"", ""DB"", ""MD"", ""DB"", ""E"", ""F"", ""MaT"", ""D"", ""N"", ""NO"", ""IC"", ""na"", ""ST"", ""Off"", ""O"", ""N"", ""N"", ""PM""]",SUP|RO|RD|VAC|D12|S|AM|H|특별휴가|PM|P|DB|DO|DB|MD|DB|E|F|MAT|D|N|NO|IC|NA|ST|Off|O|N|N|PM,SUP|Ro|RD|VAC|D12|S|AM|H|특별휴가|PM|p|DB|DO|DB|MD|DB|E|F|MaT|D|N|NO|IC|na|ST|Off|O|N|N|PM,A11,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R009,9,12,병동,류미정,류,47,163703,柳,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,미정,1978,female,30,"[""P"", ""M"", ""OH"", ""D5"", ""AMH"", ""P"", ""DE"", ""M"", ""생"", ""D5"", ""P"", ""H"", ""H"", ""D/E"", ""A"", ""PM"", ""ML"", ""RD"", ""M"", ""P"", ""노조휴가"", ""STBY"", ""S"", ""D12"", ""ADO"", ""DE"", ""off"", ""O"", ""N"", ""OFF""]","[""P"", ""M"", ""OH"", ""d5"", ""AMH"", ""P"", ""dE"", ""M"", ""생"", ""D5"", ""P"", ""h"", ""h"", ""D/E"", ""A"", ""Pm"", ""ML"", ""rD"", ""m"", ""p"", ""노조휴가"", ""STBY"", ""S"", ""D12"", ""ADO"", ""DE"", ""oFf"", ""O"", ""N"", ""OFF""]",P|M|OH|D5|AMH|P|DE|M|생|D5|P|H|H|D/E|A|PM|ML|RD|M|P|노조휴가|STBY|S|D12|ADO|DE|off|O|N|OFF,P|M|OH|d5|AMH|P|dE|M|생|D5|P|h|h|D/E|A|Pm|ML|rD|m|p|노조휴가|STBY|S|D12|ADO|DE|oFf|O|N|OFF,A12,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R010,10,13,병동,김은정,김,1,10689959,金,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,은정,1981,female,30,"[""—"", ""-"", ""IH"", ""LD"", ""D12"", ""O"", ""N"", ""N"", ""OFF"", ""OFF"", ""N"", ""OFF"", ""D/E"", ""WO"", ""지원"", ""PO"", ""LD"", ""E"", ""SD"", ""N"", ""OFF"", ""OFF"", ""OFF"", ""E"", ""O"", ""E"", ""PH"", ""ED"", ""P"", ""LD""]","[""—"", ""-"", ""Ih"", ""Ld"", ""D12"", ""O"", ""n"", ""N"", ""OFF"", ""OFF"", ""N"", ""off"", ""D/E"", ""WO"", ""지원"", ""PO"", ""LD"", ""E"", ""SD"", ""N"", ""OFF"", ""off"", ""OFF"", ""E"", ""O"", ""E"", ""Ph"", ""ED"", ""P"", ""LD""]",—|-|IH|LD|D12|O|N|N|OFF|OFF|N|OFF|D/E|WO|지원|PO|LD|E|SD|N|OFF|OFF|OFF|E|O|E|PH|ED|P|LD,—|-|Ih|Ld|D12|O|n|N|OFF|OFF|N|off|D/E|WO|지원|PO|LD|E|SD|N|OFF|off|OFF|E|O|E|Ph|ED|P|LD,A13,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R011,11,14,병동,추은영,추,65,60483,秋,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,은영,1982,female,30,"[""휴직"", ""off"", ""E"", ""TRN"", ""Off"", ""D"", ""E"", ""ONC"", ""—"", ""P"", ""EXT"", ""SD"", ""MD"", ""ST"", ""D5"", ""DE"", ""RD"", ""H"", ""HL"", ""반차"", ""HELP"", ""X"", ""CSSD"", ""SEM"", ""MID"", ""PO"", ""PO"", ""MC"", ""P"", ""LD""]","[""휴직"", ""OFF"", ""E"", ""tRN"", ""Off"", ""D"", ""E"", ""ONC"", ""—"", ""P"", ""eXt"", ""SD"", ""MD"", ""ST"", ""D5"", ""dE"", ""rd"", ""H"", ""HL"", ""반차"", ""help"", ""X"", ""CSSD"", ""SEM"", ""MID"", ""PO"", ""PO"", ""MC"", ""P"", ""ld""]",휴직|off|E|TRN|Off|D|E|ONC|—|P|EXT|SD|MD|ST|D5|DE|RD|H|HL|반차|HELP|X|CSSD|SEM|MID|PO|PO|MC|P|LD,휴직|OFF|E|tRN|Off|D|E|ONC|—|P|eXt|SD|MD|ST|D5|dE|rd|H|HL|반차|help|X|CSSD|SEM|MID|PO|PO|MC|P|ld,A14,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R012,12,15,병동,박은영,박,3,4192074,朴,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,은영,1983,female,30,"[""PM"", ""E"", ""E"", ""F"", ""D"", ""D"", ""E"", ""MID"", ""E"", ""F"", ""D12"", ""NA"", ""공가"", ""OFF"", ""PH"", ""S"", ""DB"", ""AM"", ""INT"", ""D5"", ""SD"", ""X"", ""S"", ""A"", ""ONC"", ""PH"", ""—"", ""MID"", ""MID"", ""N""]","[""Pm"", ""e"", ""E"", ""F"", ""D"", ""d"", ""E"", ""MID"", ""E"", ""F"", ""D12"", ""NA"", ""공가"", ""ofF"", ""pH"", ""S"", ""DB"", ""am"", ""INT"", ""D5"", ""SD"", ""X"", ""S"", ""A"", ""ONC"", ""pH"", ""—"", ""MId"", ""MID"", ""N""]",PM|E|E|F|D|D|E|MID|E|F|D12|NA|공가|OFF|PH|S|DB|AM|INT|D5|SD|X|S|A|ONC|PH|—|MID|MID|N,Pm|e|E|F|D|d|E|MID|E|F|D12|NA|공가|ofF|pH|S|DB|am|INT|D5|SD|X|S|A|ONC|pH|—|MId|MID|N,A15,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R013,13,16,병동,백지혜,백,28,381986,白,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,지혜,1993,female,30,"[""OC"", ""Off"", ""—"", ""O"", ""E"", ""E"", ""O"", ""Off"", ""RD"", ""TRN"", ""NB"", ""PH"", ""RO"", ""RD"", ""O"", ""D"", ""D"", ""D"", ""O"", ""LD"", ""RD"", ""NB"", ""PM"", ""PO"", ""S"", ""대기"", ""RD"", ""N12"", ""SL"", ""DE""]","[""OC"", ""OFf"", ""—"", ""O"", ""e"", ""E"", ""O"", ""Off"", ""Rd"", ""TRN"", ""nB"", ""pH"", ""RO"", ""RD"", ""O"", ""D"", ""D"", ""D"", ""O"", ""LD"", ""rd"", ""NB"", ""PM"", ""PO"", ""s"", ""대기"", ""RD"", ""N12"", ""Sl"", ""DE""]",OC|Off|—|O|E|E|O|Off|RD|TRN|NB|PH|RO|RD|O|D|D|D|O|LD|RD|NB|PM|PO|S|대기|RD|N12|SL|DE,OC|OFf|—|O|e|E|O|Off|Rd|TRN|nB|pH|RO|RD|O|D|D|D|O|LD|rd|NB|PM|PO|s|대기|RD|N12|Sl|DE,A16,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R014,14,17,병동,강유정,강,6,1268472,姜|康,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,유정,1988,female,30,"[""회의"", ""INT"", ""D/E"", ""BH"", ""NO"", ""DN"", ""DB"", ""NA"", ""DN"", ""P"", ""M"", ""P"", ""PM"", ""AM"", ""보건"", ""E"", ""F"", ""E"", ""E"", ""E"", ""Off"", ""N"", ""NO"", ""H+"", ""OFF"", ""E"", ""O"", ""OFF"", ""LD"", ""CN""]","[""회의"", ""INT"", ""D/E"", ""Bh"", ""NO"", ""DN"", ""DB"", ""NA"", ""DN"", ""P"", ""m"", ""p"", ""Pm"", ""AM"", ""보건"", ""E"", ""F"", ""E"", ""E"", ""e"", ""Off"", ""N"", ""NO"", ""H+"", ""OFF"", ""e"", ""O"", ""OFF"", ""LD"", ""CN""]",회의|INT|D/E|BH|NO|DN|DB|NA|DN|P|M|P|PM|AM|보건|E|F|E|E|E|Off|N|NO|H+|OFF|E|O|OFF|LD|CN,회의|INT|D/E|Bh|NO|DN|DB|NA|DN|P|m|p|Pm|AM|보건|E|F|E|E|e|Off|N|NO|H+|OFF|e|O|OFF|LD|CN,A17,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R015,15,18,병동,한성민,한,11,773404,韓,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,성민,1998,male,30,"[""-"", ""E"", ""OFF"", ""M"", ""RO"", ""DE"", ""PM"", ""VAC"", ""특휴"", ""WO"", ""MID"", ""D"", ""E"", ""HELP"", ""CALL"", ""-"", ""OF"", ""EL"", ""UPL"", ""—"", ""D5"", ""PACU"", ""N12"", ""N"", ""D"", ""D"", ""O"", ""OFF"", ""E"", ""O""]","[""-"", ""e"", ""OFF"", ""M"", ""RO"", ""dE"", ""pm"", ""VAC"", ""특휴"", ""WO"", ""miD"", ""D"", ""E"", ""HELP"", ""CAll"", ""-"", ""Of"", ""eL"", ""UPL"", ""—"", ""D5"", ""PaCu"", ""N12"", ""n"", ""d"", ""D"", ""O"", ""oFf"", ""e"", ""O""]",-|E|OFF|M|RO|DE|PM|VAC|특휴|WO|MID|D|E|HELP|CALL|-|OF|EL|UPL|—|D5|PACU|N12|N|D|D|O|OFF|E|O,-|e|OFF|M|RO|dE|pm|VAC|특휴|WO|miD|D|E|HELP|CAll|-|Of|eL|UPL|—|D5|PaCu|N12|n|d|D|O|oFf|e|O,A18,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R016,16,19,병동,오가영,오,12,763281,吳,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,가영,1999,female,30,"[""XA"", ""O"", ""E"", ""E"", ""O"", ""O"", ""E"", ""E"", ""O"", ""NB"", ""BH"", ""P"", ""off"", ""SD"", ""H"", ""WO"", ""X"", ""D12"", ""P"", ""D/E"", ""지원"", ""E"", ""E"", ""E"", ""N"", ""휴가"", ""AM"", ""N"", ""D"", ""OFF""]","[""XA"", ""O"", ""E"", ""E"", ""o"", ""O"", ""E"", ""E"", ""O"", ""NB"", ""BH"", ""P"", ""oFF"", ""SD"", ""h"", ""wO"", ""X"", ""d12"", ""P"", ""d/e"", ""지원"", ""E"", ""E"", ""E"", ""n"", ""휴가"", ""AM"", ""N"", ""D"", ""OFF""]",XA|O|E|E|O|O|E|E|O|NB|BH|P|off|SD|H|WO|X|D12|P|D/E|지원|E|E|E|N|휴가|AM|N|D|OFF,XA|O|E|E|o|O|E|E|O|NB|BH|P|oFF|SD|h|wO|X|d12|P|d/e|지원|E|E|E|n|휴가|AM|N|D|OFF,A19,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R017,17,20,병동,하은지,하,35,230481,河,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,은지,1984,female,30,"[""E"", ""F"", ""f"", ""D"", ""O"", ""N"", ""OFF"", ""T"", ""PM"", ""OF"", ""WO"", ""M"", ""PM"", ""E"", ""N12"", ""ONC"", ""AM"", ""X"", ""휴무"", ""PM"", ""D5"", ""D"", ""D"", ""F"", ""N"", ""NO"", ""PO"", ""D12"", ""OF"", ""DB""]","[""E"", ""F"", ""f"", ""D"", ""O"", ""N"", ""OFF"", ""T"", ""pM"", ""OF"", ""WO"", ""M"", ""pM"", ""E"", ""N12"", ""ONC"", ""AM"", ""X"", ""휴무"", ""PM"", ""D5"", ""D"", ""D"", ""F"", ""N"", ""NO"", ""PO"", ""d12"", ""of"", ""DB""]",E|F|f|D|O|N|OFF|T|PM|OF|WO|M|PM|E|N12|ONC|AM|X|휴무|PM|D5|D|D|F|N|NO|PO|D12|OF|DB,E|F|f|D|O|N|OFF|T|pM|OF|WO|M|pM|E|N12|ONC|AM|X|휴무|PM|D5|D|D|F|N|NO|PO|d12|of|DB,A20,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R018,18,21,병동,백옥희,백,28,381986,白,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,옥희,1972,female,30,"[""AM"", ""OH"", ""CH"", ""D/E"", ""DH"", ""OPD"", ""UPL"", ""SL"", ""D12"", ""A"", ""DN"", ""MD"", ""DE"", ""S"", ""O"", ""N"", ""N"", ""Off"", ""O"", ""WO"", ""UPL"", ""D12"", ""D"", ""F"", ""N"", ""N"", ""N"", ""S"", ""M"", ""휴직""]","[""AM"", ""OH"", ""CH"", ""d/e"", ""DH"", ""OPD"", ""upl"", ""sL"", ""D12"", ""A"", ""dN"", ""mD"", ""dE"", ""S"", ""O"", ""N"", ""n"", ""Off"", ""o"", ""WO"", ""UPL"", ""D12"", ""D"", ""F"", ""n"", ""N"", ""n"", ""s"", ""m"", ""휴직""]",AM|OH|CH|D/E|DH|OPD|UPL|SL|D12|A|DN|MD|DE|S|O|N|N|Off|O|WO|UPL|D12|D|F|N|N|N|S|M|휴직,AM|OH|CH|d/e|DH|OPD|upl|sL|D12|A|dN|mD|dE|S|O|N|n|Off|o|WO|UPL|D12|D|F|n|N|n|s|m|휴직,A21,images/schedule_0002_clean_grid.png
schedule_0002,clean_grid,2,5,페이지 2/5,schedule_0002,SCHEDULE_0002_R019,19,22,병동,위은지,위,78,31342,魏,bundled_fallback_top100,https://www.rootsinfo.co.kr/info/roots/table_sung15.php,은지,2002,female,30,"[""RD"", ""A"", ""OC"", ""DE"", ""OF"", ""DB"", ""AO"", ""N"", ""WO"", ""DE"", ""LV"", ""AMH"", ""PM"", ""N12"", ""SB"", ""M"", ""D"", ""F"", ""E"", ""P"", ""DN"", ""D12"", ""MC"", ""D"", ""O"", ""O"", ""O"", ""OFF"", ""MID"", ""LD""]","[""rD"", ""A"", ""Oc"", ""DE"", ""OF"", ""dB"", ""aO"", ""n"", ""WO"", ""DE"", ""LV"", ""Amh"", ""PM"", ""n12"", ""SB"", ""M"", ""d"", ""F"", ""e"", ""P"", ""DN"", ""d12"", ""mC"", ""D"", ""O"", ""o"", ""o"", ""OFF"", ""MID"", ""Ld""]",RD|A|OC|DE|OF|DB|AO|N|WO|DE|LV|AMH|PM|N12|SB|M|D|F|E|P|DN|D12|MC|D|O|O|O|OFF|MID|LD,rD|A|Oc|DE|OF|dB|aO|n|WO|DE|LV|Amh|PM|n12|SB|M|d|F|e|P|DN|d12|mC|D|O|o|o|OFF|MID|Ld,A22,images/schedule_0002_clean_grid.png
